,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Seats,Price,Company
5046,Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,5.0,2.19,Maruti
5047,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,5.0,5.5,Maruti
5048,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,5.0,2.1,Maruti
5049,Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,Petrol,Automatic,4.0,50.66,Jaguar
5050,Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,5.0,14.0,Mercedes-Benz
5051,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,5.0,5.5,Hyundai
5052,Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,5.0,1.2,Chevrolet
5053,Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,5.0,5.3,Maruti
5054,Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,5.0,6.3,Hyundai
5055,Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,Diesel,Automatic,5.0,40.47,Mercedes-Benz
5056,Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,7.0,16.1,Toyota
5057,Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,Diesel,Automatic,5.0,25.0,Audi
5058,BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,5.0,7.95,BMW
5059,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,5.0,2.65,Maruti
5060,Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,5.0,2.81,Maruti
5061,Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Petrol,Automatic,5.0,17.5,Audi
5062,Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,5.0,3.3,Maruti
5063,Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,5.0,5.34,Maruti
5064,Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,Diesel,Manual,5.0,8.5,Skoda
5065,Honda Jazz S,Kochi,2010,82606,Petrol,Manual,5.0,2.69,Honda
5066,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,7.0,11.5,Mahindra
5067,Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,5.0,4.06,Maruti
5068,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,5.0,49.0,Mercedes-Benz
5069,Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,5.0,4.6,Skoda
5070,Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,5.0,3.96,Hyundai
5071,Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,Petrol,Manual,5.0,5.6,Hyundai
5072,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,5.0,3.75,Tata
5073,Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,5.0,5.5,Hyundai
5074,Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Diesel,Manual,5.0,3.0,Skoda
5075,Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,5.0,3.0,Fiat
5076,Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,5.0,2.95,Maruti
5077,Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,Diesel,Manual,5.0,2.45,Tata
5078,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,Diesel,Automatic,5.0,13.99,Mercedes-Benz
5079,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,5.0,60.75,Mercedes-Benz
5080,Hyundai Santro Xing XP,Kolkata,2008,45500,Petrol,Manual,5.0,1.17,Hyundai
5081,Honda City V MT AVN,Chennai,2012,41000,Petrol,Manual,5.0,4.5,Honda
5082,Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,5.0,2.5,Hyundai
5083,Toyota Fortuner 4x2 Manual,Chennai,2015,99000,Diesel,Manual,7.0,20.5,Toyota
5084,Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,5.0,3.9,Hyundai
5085,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Diesel,Manual,5.0,3.5,Volkswagen
5086,Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,Petrol,Automatic,5.0,8.3,Ford
5087,Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,5.0,2.5,Hyundai
5088,Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,5.0,2.65,Nissan
5089,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,Petrol,Automatic,5.0,7.42,Honda
5090,Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,5.0,4.63,Volkswagen
5091,Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,5.0,1.09,Maruti
5092,Hyundai Verna 1.6 SX,Delhi,2011,67000,Diesel,Manual,5.0,3.8,Hyundai
5093,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,Diesel,Automatic,5.0,15.75,Mercedes-Benz
5094,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,5.0,5.27,Tata
5095,Honda Brio S Option MT,Mumbai,2012,39566,Petrol,Manual,5.0,2.75,Honda
5096,Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,5.0,7.4,Honda
5097,Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,5.0,3.9,Maruti
5098,Maruti Zen VXi - BS III,Jaipur,2000,90000,Petrol,Manual,5.0,0.7,Maruti
5099,Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,5.0,5.9,Hyundai
5100,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,Diesel,Manual,5.0,9.58,Maruti
5101,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,Diesel,Automatic,5.0,24.95,Mercedes-Benz
5102,Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,Petrol,Manual,7.0,4.29,Chevrolet
5103,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Diesel,Automatic,5.0,11.5,Mercedes-Benz
5104,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,7.0,9.65,Mahindra
5105,Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,5.0,3.75,Hyundai
5106,Hyundai Getz 1.3 GLS,Pune,2007,143000,Petrol,Manual,5.0,1.1,Hyundai
5107,Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,Diesel,Automatic,7.0,31.41,Audi
5108,Mahindra Scorpio SLE BSIV,Pune,2012,99000,Diesel,Manual,8.0,6.0,Mahindra
5109,Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,Petrol,Manual,5.0,5.55,Honda
5110,Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,Diesel,Manual,7.0,10.91,Tata
5111,Mahindra XUV500 W6 2WD,Kolkata,2014,62000,Diesel,Manual,7.0,7.25,Mahindra
5112,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,Diesel,Manual,5.0,3.9,Volkswagen
5113,Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,5.0,3.95,Maruti
5114,Audi Q3 2.0 TDI,Mumbai,2013,60000,Diesel,Automatic,5.0,22.0,Audi
5115,Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,5.0,3.38,Maruti
5116,Honda City V MT Exclusive,Mumbai,2011,56000,Petrol,Manual,5.0,3.45,Honda
5117,Hyundai i20 1.2 Spotz,Delhi,2016,32450,Petrol,Manual,5.0,5.75,Hyundai
5118,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,5.0,2.75,Renault
5119,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,Diesel,Automatic,5.0,30.3,Mercedes-Benz
5120,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,Diesel,Manual,5.0,7.5,Ford
5121,Hyundai i20 Asta 1.2,Coimbatore,2015,35441,Petrol,Manual,5.0,6.87,Hyundai
5122,Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,Diesel,Manual,7.0,15.2,Toyota
5123,Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,Diesel,Manual,5.0,3.5,Nissan
5124,Maruti Swift VDI BSIV,Hyderabad,2014,89000,Diesel,Manual,5.0,5.85,Maruti
5125,Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,5.0,2.5,Maruti
5126,Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,5.0,3.95,Maruti
5127,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,5.0,27.0,Mercedes-Benz
5128,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,7.0,6.75,Maruti
5129,Maruti Wagon R LXI,Jaipur,2007,71000,Petrol,Manual,5.0,1.5,Maruti
5130,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,Diesel,Manual,5.0,3.9,Volkswagen
5131,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,Diesel,Manual,5.0,6.55,Ford
5132,Honda City i DTEC VX,Kochi,2017,65850,Diesel,Manual,5.0,9.44,Honda
5133,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,5.0,10.77,Toyota
5134,Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,Diesel,Manual,7.0,7.5,Mahindra
5135,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,Petrol,Manual,5.0,3.0,Maruti
5136,BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,5.0,11.75,BMW
5137,Hyundai EON D Lite Plus,Kochi,2016,29832,Petrol,Manual,5.0,3.29,Hyundai
5138,Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,5.0,6.5,Maruti
5139,Maruti Celerio CNG VXI MT,Delhi,2015,64687,CNG,Manual,5.0,3.8,Maruti
5140,Audi A4 2.0 TDI,Hyderabad,2011,54000,Diesel,Automatic,5.0,18.0,Audi
5141,Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Petrol,Automatic,5.0,4.95,Skoda
5142,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,5.0,4.52,Tata
5143,Force One LX ABS 7 Seating,Kolkata,2014,41000,Diesel,Manual,7.0,8.0,Force
5144,Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,5.0,6.26,Honda
5145,Nissan Sunny 2011-2014 XV,Chennai,2016,18000,Petrol,Manual,5.0,7.5,Nissan
5146,Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,Petrol,Automatic,5.0,3.35,Volkswagen
5147,Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,Petrol,Automatic,5.0,5.5,Hyundai
5148,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,5.0,5.25,Hyundai
5149,Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,Diesel,Automatic,5.0,16.25,Audi
5150,Maruti SX4 Vxi BSIV,Delhi,2009,92000,Petrol,Manual,5.0,2.7,Maruti
5151,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,Diesel,Automatic,7.0,32.9,Ford
5152,Maruti Swift LXI BSIV,Coimbatore,2008,50121,Petrol,Manual,5.0,3.41,Maruti
5153,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,Diesel,Manual,5.0,4.15,Hyundai
5154,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Diesel,Manual,5.0,5.9,Volkswagen
5155,Mercedes-Benz E-Class 230,Pune,2012,100000,Petrol,Automatic,5.0,11.5,Mercedes-Benz
5156,Hyundai i20 Asta 1.2,Kolkata,2015,41000,Petrol,Manual,5.0,4.75,Hyundai
5157,Maruti Alto K10 VXI AGS,Chennai,2015,25000,Petrol,Automatic,5.0,3.5,Maruti
5158,Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,7.0,7.25,Maruti
5159,Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,5.0,4.35,Maruti
5160,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,5.0,4.99,Renault
5161,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,8.0,7.65,Mahindra
5162,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,Diesel,Manual,7.0,9.0,Toyota
5163,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,Diesel,Manual,5.0,6.9,Volkswagen
5164,Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,5.0,2.9,Ford
5165,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,Diesel,Manual,5.0,5.75,Nissan
5166,Force One LX 4x4,Kolkata,2014,41000,Diesel,Manual,7.0,8.0,Force
5167,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,5.0,4.41,Renault
5168,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,Diesel,Manual,5.0,4.95,Skoda
5169,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,Diesel,Automatic,7.0,14.4,Mahindra
5170,Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,5.0,2.95,Ford
5171,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,7.0,8.14,Mahindra
5172,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,5.0,8.45,Volkswagen
5173,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,Diesel,Manual,8.0,12.5,Toyota
5174,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,Diesel,Manual,7.0,6.5,Mahindra
5175,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Petrol,Manual,5.0,7.72,Ford
5176,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,Diesel,Automatic,5.0,8.0,Volkswagen
5177,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Diesel,Manual,7.0,3.0,Tata
5178,BMW 3 Series 330d Convertible,Mumbai,2013,49000,Diesel,Automatic,4.0,29.0,BMW
5179,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,Petrol,Manual,5.0,4.11,Volkswagen
5180,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,5.0,5.37,Hyundai
5181,Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,7.0,6.55,Maruti
5182,Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,5.0,7.0,Honda
5183,Honda City 1.5 S MT,Mumbai,2014,57000,Petrol,Manual,5.0,5.48,Honda
5184,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,Diesel,Automatic,5.0,6.51,Volkswagen
5185,Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,5.0,5.15,Honda
5186,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Diesel,Manual,7.0,9.0,Mahindra
5187,Toyota Corolla Altis VL,Mumbai,2008,110000,Petrol,Automatic,5.0,2.75,Toyota
5188,Hyundai Santro Xing XL eRLX Euro III,Pune,2005,126000,Petrol,Manual,5.0,1.2,Hyundai
5189,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,5.0,12.5,BMW
5190,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,5.0,7.69,Ford
5191,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,Petrol,Manual,5.0,4.57,Hyundai
5192,Honda City 1.5 S AT,Mumbai,2013,51000,Petrol,Automatic,5.0,4.5,Honda
5193,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,Diesel,Manual,5.0,4.9,Maruti
5194,Hyundai i10 Era 1.1,Kolkata,2008,55410,Petrol,Manual,5.0,1.65,Hyundai
5195,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,Petrol,Manual,5.0,3.25,Chevrolet
5196,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,Diesel,Manual,5.0,6.25,Hyundai
5197,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,5.0,12.13,Hyundai
5198,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,Petrol,Manual,5.0,3.25,Chevrolet
5199,Audi Q5 2.0 TDI,Hyderabad,2013,72000,Diesel,Automatic,5.0,29.0,Audi
5200,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,Petrol,Manual,5.0,5.53,Honda
5201,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,5.0,8.75,Ford
5202,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Diesel,Automatic,7.0,37.9,Audi
5203,Hyundai i10 Magna 1.2,Delhi,2010,62000,Petrol,Manual,5.0,2.4,Hyundai
5204,Hyundai i20 1.2 Asta,Chennai,2014,41681,Petrol,Manual,5.0,4.55,Hyundai
5205,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,5.0,2.65,Maruti
5206,Tata Indica V2 eLX,Pune,2017,49000,Diesel,Manual,5.0,1.6,Tata
5207,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Diesel,Automatic,5.0,25.72,BMW
5208,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,5.0,4.15,Maruti
5209,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,5.0,7.23,Ford
5210,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Petrol,Manual,5.0,2.6,Hyundai
5211,BMW 3 Series 320d Highline,Mumbai,2008,66000,Diesel,Automatic,5.0,7.25,BMW
5212,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,Diesel,Manual,8.0,14.29,Toyota
5213,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Diesel,Automatic,5.0,17.25,Mercedes-Benz
5214,Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,5.0,7.5,Hyundai
5215,Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,5.0,4.35,Maruti
5216,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,5.0,8.9,Maruti
5217,Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Petrol,Manual,5.0,3.5,Hyundai
5218,Honda City i DTEC V,Kolkata,2014,56002,Diesel,Manual,5.0,6.1,Honda
5219,Renault KWID RXT,Mumbai,2016,8554,Petrol,Manual,5.0,3.2,Renault
5220,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,5.0,4.9,Toyota
5221,Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,5.0,3.69,Maruti
5222,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,5.0,3.98,Tata
5223,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,Diesel,Manual,5.0,2.95,Hyundai
5224,Audi A4 2.0 TDI,Kochi,2014,55730,Diesel,Automatic,5.0,15.21,Audi
5225,Maruti Swift VDI,Hyderabad,2015,62000,Diesel,Manual,5.0,6.3,Maruti
5226,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,Petrol,Manual,5.0,6.69,Volkswagen
5227,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,7.0,9.5,Honda
5228,Hyundai i20 Asta,Mumbai,2009,28000,Petrol,Manual,5.0,2.65,Hyundai
5229,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,Diesel,Manual,7.0,7.5,Hyundai
5230,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,5.0,5.63,Maruti
5231,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,5.0,11.78,Hyundai
5232,Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Diesel,Manual,5.0,0.85,Tata
5233,Volkswagen Vento Petrol Highline,Mumbai,2011,55893,Petrol,Manual,5.0,3.35,Volkswagen
5234,Maruti Celerio VXI,Kochi,2015,60586,Petrol,Manual,5.0,4.11,Maruti
5235,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,Diesel,Automatic,5.0,25.51,Mercedes-Benz
5236,Maruti Alto 800 LXI,Jaipur,2017,30000,Petrol,Manual,5.0,3.1,Maruti
5237,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,Diesel,Automatic,7.0,33.5,Ford
5238,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,Petrol,Manual,5.0,4.8,Tata
5239,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,5.0,3.49,Volkswagen
5240,Maruti Ertiga ZXI,Mumbai,2012,25000,Petrol,Manual,7.0,5.15,Maruti
5241,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,Diesel,Automatic,5.0,14.41,Mercedes-Benz
5242,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,Petrol,Manual,5.0,4.75,Volkswagen
5243,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,Diesel,Automatic,7.0,19.0,Toyota
5244,Maruti Celerio VXI,Hyderabad,2017,17000,Petrol,Manual,5.0,4.9,Maruti
5245,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Diesel,Automatic,4.0,6.3,BMW
5246,Honda City ZX VTEC,Jaipur,2006,100173,Petrol,Manual,5.0,2.4,Honda
5247,Mitsubishi Cedia Sports,Pune,2009,97000,Petrol,Manual,5.0,3.0,Mitsubishi
5248,Renault Pulse Petrol RxL,Delhi,2016,40190,Petrol,Manual,5.0,4.25,Renault
5249,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,Diesel,Manual,5.0,6.3,Volkswagen
5250,Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,5.0,8.15,Maruti
5251,Hyundai i10 Magna,Kochi,2012,37333,Petrol,Manual,5.0,3.22,Hyundai
5252,Hyundai i20 1.2 Spotz,Kochi,2018,48407,Petrol,Manual,5.0,7.65,Hyundai
5253,BMW Z4 2009-2013 35i,Delhi,2011,25000,Petrol,Automatic,2.0,30.0,BMW
5254,Hyundai i10 Sportz 1.2,Pune,2010,72400,Petrol,Manual,5.0,2.3,Hyundai
5255,Mini Cooper S Carbon Edition,Delhi,2012,18000,Petrol,Automatic,4.0,22.0,Mini
5256,Honda Brio V MT,Pune,2012,65167,Petrol,Manual,5.0,3.28,Honda
5257,Maruti Ciaz ZXi Option,Kochi,2016,25418,Petrol,Manual,5.0,7.09,Maruti
5258,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,Diesel,Manual,5.0,6.46,Maruti
5259,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,Diesel,Manual,5.0,4.0,Volkswagen
5260,BMW X1 sDrive20d,Delhi,2011,72000,Diesel,Automatic,5.0,11.0,BMW
5261,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Diesel,Automatic,7.0,49.79,Audi
5262,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,Diesel,Manual,5.0,4.8,Ford
5263,BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,5.0,35.0,BMW
5264,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,Diesel,Automatic,5.0,21.99,Mercedes-Benz
5265,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,5.0,1.1,Maruti
5266,Maruti Baleno Zeta 1.2,Delhi,2018,13000,Petrol,Manual,5.0,6.6,Maruti
5267,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,5.0,4.5,Maruti
5268,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Petrol,Manual,5.0,1.0,Chevrolet
5269,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,5.0,6.9,Volkswagen
5270,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,Diesel,Automatic,5.0,16.75,Land
5271,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,Diesel,Automatic,5.0,25.49,Audi
5272,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,5.0,35.5,Audi
5273,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,5.0,6.28,Hyundai
5274,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Diesel,Manual,8.0,4.88,Mahindra
5275,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,5.0,3.7,Tata
5276,Hyundai EON Era Plus,Kochi,2015,43993,Petrol,Manual,5.0,3.45,Hyundai
5277,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,Diesel,Manual,8.0,10.23,Mahindra
5278,Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Petrol,Automatic,5.0,6.5,Honda
5279,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,5.0,6.15,Volkswagen
5280,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,7.0,2.9,Maruti
5281,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,Diesel,Manual,5.0,5.5,Hyundai
5282,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,Diesel,Automatic,7.0,31.0,Ford
5283,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,5.0,4.25,Hyundai
5284,Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,5.0,5.48,Maruti
5285,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,Petrol,Manual,5.0,7.25,Hyundai
5286,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,5.0,3.0,Maruti
5287,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,5.0,29.5,BMW
5288,Honda City ZX GXi,Mumbai,2007,75000,Petrol,Manual,5.0,1.49,Honda
5289,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,Petrol,Automatic,5.0,3.65,Hyundai
5290,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,5.0,10.9,Ford
5291,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,5.0,4.3,Maruti
5292,Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,7.0,6.11,Maruti
5293,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,8.0,15.5,Toyota
5294,Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,5.0,6.9,Honda
5295,Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,5.0,4.69,Maruti
5296,Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,5.0,3.19,Maruti
